133471	3	5477055	5.477	5200257	1	5200257	0.3525	Bacillus anthracis
133472	32	5458264	5.458	1198122	2	204705	0.3511	Bacillus anthracis
133473	26	5459872	5.460	1198078	2	104977	0.3511	Bacillus anthracis
133475	36	5449821	5.450	401457	5	90820	0.3510	Bacillus anthracis
133477	36	5460829	5.461	1162096	2	94721	0.3511	Bacillus anthracis
133478	28	5459421	5.459	1162128	2	96815	0.3511	Bacillus anthracis
133479	32	5458454	5.458	1162010	2	96090	0.3511	Bacillus anthracis
133480	31	5459622	5.460	1162223	2	96671	0.3511	Bacillus anthracis
133482	41	5450989	5.451	332757	5	94716	0.3512	Bacillus anthracis
133483	36	5460763	5.461	765812	3	95012	0.3511	Bacillus anthracis
133484	42	5458728	5.459	316575	5	94931	0.3511	Bacillus anthracis
133485	116	5477942	5.478	243731	6	48701	0.3515	Bacillus anthracis
133486	28	5458030	5.458	1162204	2	96316	0.3511	Bacillus anthracis
133487	32	5454873	5.455	1161585	2	96768	0.3512	Bacillus anthracis
133488	3	5503288	5.503	5226878	1	5226878	0.3524	Bacillus anthracis
133491	3	5503446	5.503	5226939	1	5226939	0.3524	Bacillus anthracis
133492	3	5503799	5.504	5227292	1	5227292	0.3524	Bacillus anthracis
133494	38	5458420	5.458	401017	5	94590	0.3508	Bacillus anthracis
133495	1	5227092	5.227	5227092	1	5227092	0.3538	Bacillus anthracis
133496	1	5228660	5.229	5228660	1	5228660	0.3538	Bacillus anthracis
133497	1	5228656	5.229	5228656	1	5228656	0.3538	Bacillus anthracis
133498	1	5228657	5.229	5228657	1	5228657	0.3538	Bacillus anthracis
133499	1	5228658	5.229	5228658	1	5228658	0.3538	Bacillus anthracis
133500	1	5228656	5.229	5228656	1	5228656	0.3538	Bacillus anthracis
133501	1	5227094	5.227	5227094	1	5227094	0.3538	Bacillus anthracis
133502	1	5227091	5.227	5227091	1	5227091	0.3538	Bacillus anthracis
133503	1	5227060	5.227	5227060	1	5227060	0.3538	Bacillus anthracis
133504	1	5227090	5.227	5227090	1	5227090	0.3538	Bacillus anthracis
133505	1	5227079	5.227	5227079	1	5227079	0.3538	Bacillus anthracis
133507	32	5351594	5.352	455757	4	77595	0.3513	Bacillus anthracis
133510	3	5504043	5.504	5227565	1	5227565	0.3524	Bacillus anthracis
133511	2	5410351	5.410	5228667	1	5228667	0.3528	Bacillus anthracis
133512	2	5389970	5.390	5209112	1	5209112	0.3533	Bacillus anthracis
133514	70	5366662	5.367	320727	6	66643	0.3515	Bacillus anthracis
133516	71	5366425	5.366	313727	6	66643	0.3515	Bacillus anthracis
133518	87	5376990	5.377	729884	3	66643	0.3518	Bacillus anthracis
133519	71	5460424	5.460	331561	6	94830	0.3512	Bacillus anthracis
133520	89	5465360	5.465	413677	5	77367	0.3512	Bacillus anthracis
133521	83	5372286	5.372	287604	6	66643	0.3516	Bacillus anthracis
133522	71	5459580	5.460	331560	6	77764	0.3512	Bacillus anthracis
133523	77	5461970	5.462	331558	6	65072	0.3512	Bacillus anthracis
133524	82	5461431	5.461	331561	6	66630	0.3512	Bacillus anthracis
133525	2	5410440	5.410	5228806	1	5228806	0.3528	Bacillus anthracis
133526	31	5450054	5.450	472345	3	89551	0.3509	Bacillus anthracis
133527	3	5546495	5.546	5245242	1	5245242	0.3522	Bacillus anthracis
133528	3	5504652	5.505	5228065	1	5228065	0.3525	Bacillus anthracis
133529	60	5362963	5.363	435896	4	81361	0.3514	Bacillus anthracis
133530	50	5345676	5.346	1052356	2	81368	0.3515	Bacillus anthracis
133531	44	5358909	5.359	729795	4	81324	0.3514	Bacillus anthracis
133532	69	5364310	5.364	331476	5	72252	0.3515	Bacillus anthracis
133533	60	5354685	5.355	511538	4	81357	0.3515	Bacillus anthracis
133534	53	5357360	5.357	454397	4	96081	0.3515	Bacillus anthracis
133535	50	5347571	5.348	482670	4	96081	0.3515	Bacillus anthracis
133549	59	5261128	5.261	255985	6	74361	0.3526	Bacillus anthracis
133559	75	5551151	5.551	321348	6	60181	0.3514	Bacillus anthracis
133564	62	5137688	5.138	343947	6	65830	0.3529	Bacillus anthracis
133572	63	5166907	5.167	348377	5	63499	0.3529	Bacillus anthracis
133578	79	5487715	5.488	548286	4	58972	0.3518	Bacillus anthracis
133579	31	5456944	5.457	935843	3	94924	0.3511	Bacillus anthracis
133580	34	5457344	5.457	634070	4	94904	0.3511	Bacillus anthracis
133581	39	5455552	5.456	869458	3	77488	0.3511	Bacillus anthracis
133582	28	5458173	5.458	935978	3	96362	0.3511	Bacillus anthracis
133583	104	5479113	5.479	204688	6	36433	0.3516	Bacillus anthracis
133586	28	5461108	5.461	937089	3	97029	0.3507	Bacillus anthracis
133587	31	5446408	5.446	920059	3	94871	0.3511	Bacillus anthracis
133588	29	5457469	5.457	1161940	2	94940	0.3511	Bacillus anthracis
133589	22	5458450	5.458	1198368	2	204686	0.3511	Bacillus anthracis
133590	239	5673784	5.674	1198119	2	96241	0.3495	Bacillus anthracis
133591	35	5457902	5.458	867552	3	94941	0.3511	Bacillus anthracis
133592	27	5456851	5.457	1197737	2	163512	0.3511	Bacillus anthracis
133593	28	5447432	5.447	580764	4	96580	0.3511	Bacillus anthracis
133594	41	5284532	5.285	699941	4	204495	0.3519	Bacillus anthracis
133595	3	5504232	5.504	5228599	1	5228599	0.3525	Bacillus anthracis
133596	33	5366275	5.366	1162008	2	96239	0.3513	Bacillus anthracis
133597	187	5370193	5.370	898825	3	127680	0.3507	Bacillus anthracis
133598	43	5455550	5.456	1139668	2	66581	0.3510	Bacillus anthracis
133599	39	5441193	5.441	898960	3	77547	0.3511	Bacillus anthracis
133600	1	5231857	5.232	5231857	1	5231857	0.3545	Bacillus anthracis
133601	3	5372893	5.373	5291783	1	5291783	0.3539	Bacillus anthracis
133603	3	5490165	5.490	5213297	1	5213297	0.3523	Bacillus anthracis
133604	3	5486226	5.486	5209717	1	5209717	0.3523	Bacillus anthracis
133609	58	5440411	5.440	203421	6	50973	0.3508	Bacillus anthracis
133612	47	5440003	5.440	262937	6	60936	0.3508	Bacillus anthracis
133627	1	5269725	5.270	5269725	1	5269725	0.3518	Bacillus cereus
133628	1	5790501	5.791	5790501	1	5790501	0.3498	Bacillus cereus
133629	2	5427083	5.427	5411809	1	5411809	0.3529	Bacillus cereus
133630	2	5432652	5.433	5224283	1	5224283	0.3549	Bacillus cereus
133631	6	5843235	5.843	5300915	1	5300915	0.3513	Bacillus cereus
133632	3	5506207	5.506	5214195	1	5214195	0.3547	Bacillus cereus
133633	1	5419036	5.419	5419036	1	5419036	0.3530	Bacillus cereus
133634	5	5599857	5.600	5269030	1	5269030	0.3551	Bacillus cereus
133635	3	5736823	5.737	5387334	1	5387334	0.3502	Bacillus cereus
133636	4	5588834	5.589	5302683	1	5302683	0.3531	Bacillus cereus
133637	2	5449308	5.449	5269628	1	5269628	0.3533	Bacillus cereus
133638	4	5486649	5.487	5196054	1	5196054	0.3525	Bacillus cereus
133639	1	5939023	5.939	5939023	1	5939023	0.3465	Bacillus cereus
133640	1	5730178	5.730	5730178	1	5730178	0.3485	Bacillus cereus
133641	1	5699545	5.700	5699545	1	5699545	0.3472	Bacillus cereus
133642	1	5586253	5.586	5586253	1	5586253	0.3521	Bacillus cereus
133643	1	5234797	5.235	5234797	1	5234797	0.3513	Bacillus cereus
133644	1	5246493	5.246	5246493	1	5246493	0.3501	Bacillus cereus
133645	1	5436173	5.436	5436173	1	5436173	0.3498	Bacillus cereus
133646	1	5568034	5.568	5568034	1	5568034	0.3516	Bacillus cereus
133647	1	5576566	5.577	5576566	1	5576566	0.3501	Bacillus cereus
133648	1	5397450	5.397	5397450	1	5397450	0.3499	Bacillus cereus
133649	1	5584055	5.584	5584055	1	5584055	0.3496	Bacillus cereus
133650	1	5859854	5.860	5859854	1	5859854	0.3483	Bacillus cereus
133651	1	5766278	5.766	5766278	1	5766278	0.3477	Bacillus cereus
133652	1	6041497	6.041	6041497	1	6041497	0.3504	Bacillus cereus
133653	1	5878111	5.878	5878111	1	5878111	0.3483	Bacillus cereus
133654	1	5202904	5.203	5202904	1	5202904	0.3508	Bacillus cereus
133655	1	4999804	5.000	4999804	1	4999804	0.3596	Bacillus cereus
133656	1	5769987	5.770	5769987	1	5769987	0.3469	Bacillus cereus
133657	1	5923634	5.924	5923634	1	5923634	0.3488	Bacillus cereus
133658	1	6133179	6.133	6133179	1	6133179	0.3457	Bacillus cereus
133659	1	5594747	5.595	5594747	1	5594747	0.3479	Bacillus cereus
133660	1	5656704	5.657	5656704	1	5656704	0.3504	Bacillus cereus
133661	1	5789540	5.790	5789540	1	5789540	0.3497	Bacillus cereus
133666	37	5908750	5.909	554099	4	149874	0.3489	Bacillus cereus
133669	3	5288498	5.288	5222906	1	5222906	0.3537	Bacillus cereus
133670	7	5156879	5.157	3825776	1	585619	0.3504	Bacillus cereus
133671	6	5552031	5.552	5221581	1	5221581	0.3553	Bacillus cereus
133672	7	6011592	6.012	4895311	1	402521	0.3470	Bacillus cereus
133673	10	5970331	5.970	4767924	1	418553	0.3472	Bacillus cereus
133674	14	6274216	6.274	5473820	1	319405	0.3385	Bacillus cereus
133675	4	5951374	5.951	5236666	1	485173	0.3427	Bacillus cereus
133676	11	6146840	6.147	4009588	1	208284	0.3442	Bacillus cereus
133677	15	6421299	6.421	4398547	1	509363	0.3427	Bacillus cereus
133678	19	6305592	6.306	1513461	2	250625	0.3428	Bacillus cereus
133679	9	5742916	5.743	4649879	1	299690	0.3479	Bacillus cereus
133680	17	6435016	6.435	3884855	1	222035	0.3468	Bacillus cereus
133681	7	5372281	5.372	3667986	1	422695	0.3491	Bacillus cereus
133682	12	5773333	5.773	4634962	1	679017	0.3482	Bacillus cereus
133683	11	6038572	6.039	4064464	1	242005	0.3481	Bacillus cereus
133684	26	5813775	5.814	774905	2	101251	0.3519	Bacillus cereus
133685	31	6685242	6.685	1364589	2	136866	0.3454	Bacillus cereus
133686	20	5923913	5.924	1585431	2	212449	0.3499	Bacillus cereus
133687	17	5505022	5.505	887918	2	205140	0.3523	Bacillus cereus
133688	10	5856198	5.856	4070571	1	274100	0.3494	Bacillus cereus
133689	5	6030485	6.030	5205498	1	503421	0.3490	Bacillus cereus
133690	8	5803300	5.803	4644122	1	366179	0.3498	Bacillus cereus
133691	11	5802972	5.803	5272650	1	5272650	0.3469	Bacillus cereus
133692	4	5371123	5.371	4543883	1	665189	0.3475	Bacillus cereus
133693	7	5909232	5.909	2310171	2	455407	0.3409	Bacillus cereus
133694	7	5722043	5.722	5297670	1	5297670	0.3481	Bacillus cereus
133695	9	6066700	6.067	4858796	1	675691	0.3444	Bacillus cereus
133696	17	6514282	6.514	4042045	1	217946	0.3438	Bacillus cereus
133697	51	5778906	5.779	1533405	2	43938	0.3455	Bacillus cereus
133698	4	6204183	6.204	5255821	1	614598	0.3426	Bacillus cereus
133699	7	5615671	5.616	5225100	1	5225100	0.3484	Bacillus cereus
133700	15	5635174	5.635	5034021	1	265054	0.3464	Bacillus cereus
133701	7	5116684	5.117	4223854	1	601733	0.3540	Bacillus cereus
133702	6	5884793	5.885	4621585	1	443733	0.3467	Bacillus cereus
133703	17	5825595	5.826	5146067	1	127189	0.3452	Bacillus cereus
133704	3	5726356	5.726	5386589	1	5386589	0.3440	Bacillus cereus
133705	7	5865692	5.866	5324347	1	5324347	0.3437	Bacillus cereus
133706	19	5679602	5.680	5153063	1	5153063	0.3485	Bacillus cereus
133707	9	5250571	5.251	4441633	1	353102	0.3491	Bacillus cereus
133708	11	5856021	5.856	5378738	1	5378738	0.3437	Bacillus cereus
133709	8	5188937	5.189	4538068	1	304823	0.3477	Bacillus cereus
133710	5	5382319	5.382	5083176	1	5083176	0.3546	Bacillus cereus
133711	7	5725126	5.725	4602250	1	598010	0.3459	Bacillus cereus
133712	4	5898805	5.899	5228617	1	417146	0.3454	Bacillus cereus
133713	9	5747228	5.747	2919583	1	406575	0.3502	Bacillus cereus
133714	22	5879192	5.879	1365417	2	186192	0.3438	Bacillus cereus
133715	11	6465275	6.465	4440877	1	209802	0.3468	Bacillus cereus
133716	7	5743953	5.744	5267237	1	5267237	0.3470	Bacillus cereus
133717	7	5769673	5.770	5281517	1	5281517	0.3458	Bacillus cereus
133718	1	5255772	5.256	5255772	1	5255772	0.3490	Bacillus cereus
133719	37	6820286	6.820	778240	3	88183	0.3395	Bacillus cereus
133720	18	6267079	6.267	4079511	1	210401	0.3467	Bacillus cereus
133721	27	6241316	6.241	797269	3	152852	0.3463	Bacillus cereus
133722	8	5837558	5.838	2159502	2	398981	0.3488	Bacillus cereus
133723	13	6542829	6.543	4659562	1	481517	0.3460	Bacillus cereus
133724	23	6786906	6.787	1128634	2	218632	0.3402	Bacillus cereus
133725	13	6534863	6.535	5281977	1	217830	0.3458	Bacillus cereus
133726	15	6858766	6.859	5320306	1	261619	0.3429	Bacillus cereus
133727	19	6531739	6.532	4611469	1	166250	0.3443	Bacillus cereus
133728	19	6433030	6.433	883029	2	229441	0.3404	Bacillus cereus
133729	14	6097836	6.098	702893	3	355242	0.3455	Bacillus cereus
133730	13	6039220	6.039	1511649	2	242594	0.3491	Bacillus cereus
133731	11	6319750	6.320	5209568	1	518567	0.3438	Bacillus cereus
133732	14	5876339	5.876	1737477	2	315596	0.3465	Bacillus cereus
133733	13	5892266	5.892	1790765	2	341030	0.3462	Bacillus cereus
133735	13	6697912	6.698	5302848	1	260463	0.3447	Bacillus cereus
133736	7	5812437	5.812	5328009	1	5328009	0.3480	Bacillus cereus
133737	16	6544164	6.544	5676724	1	481352	0.3410	Bacillus cereus
133738	7	5725826	5.726	4417269	1	255317	0.3451	Bacillus cereus
133739	39	6496494	6.496	457561	4	107394	0.3424	Bacillus cereus
133740	48	6729889	6.730	441908	5	62651	0.3409	Bacillus cereus
133741	14	6118469	6.118	4036096	1	240979	0.3467	Bacillus cereus
133742	11	5717029	5.717	4008403	1	215775	0.3490	Bacillus cereus
133743	21	6109375	6.109	3880479	1	206037	0.3479	Bacillus cereus
133744	15	5690152	5.690	4556348	1	266899	0.3475	Bacillus cereus
133745	9	6110704	6.111	4276443	1	349280	0.3485	Bacillus cereus
133746	23	5266089	5.266	3542805	1	195336	0.3520	Bacillus cereus
133747	51	6746442	6.746	354680	5	67789	0.3427	Bacillus cereus
133748	10	5782949	5.783	1999524	2	246808	0.3468	Bacillus cereus
133749	16	5709397	5.709	1554689	2	374623	0.3456	Bacillus cereus
133750	47	6332031	6.332	588484	4	52818	0.3485	Bacillus cereus
133751	41	5426930	5.427	609131	3	93499	0.3539	Bacillus cereus
133752	49	5470774	5.471	335618	6	54642	0.3510	Bacillus cereus
133753	25	5841294	5.841	4010179	1	208279	0.3487	Bacillus cereus
133754	6	5875044	5.875	4726424	1	594435	0.3469	Bacillus cereus
133755	5	5891027	5.891	5276309	1	310579	0.3481	Bacillus cereus
133756	9	5851194	5.851	3833135	1	375690	0.3478	Bacillus cereus
133757	7	5154512	5.155	4415576	1	675459	0.3491	Bacillus cereus
133758	5	5148728	5.149	4035842	1	670536	0.3495	Bacillus cereus
133761	4	5734615	5.735	5352307	1	5352307	0.3511	Bacillus cereus
133763	1	5223665	5.224	5223665	1	5223665	0.3554	Bacillus cereus
133764	5	5600212	5.600	5511392	1	5511392	0.3529	Bacillus cereus
133765	2	5996083	5.996	5984031	1	5984031	0.3482	Bacillus cereus
133766	8	5470416	5.470	5133040	1	5133040	0.3524	Bacillus cereus
133767	2	5262313	5.262	5226183	1	5226183	0.3531	Bacillus cereus
133768	36	5812578	5.813	480439	4	84889	0.3479	Bacillus cereus
133769	3	5718945	5.719	5457398	1	5457398	0.3517	Bacillus cereus
133770	2	5590358	5.590	5379685	1	5379685	0.3536	Bacillus cereus
133771	2	5448107	5.448	5268427	1	5268427	0.3533	Bacillus cereus
133772	2	5697763	5.698	5295158	1	5295158	0.3530	Bacillus cereus
133773	4	5642300	5.642	5270991	1	5270991	0.3531	Bacillus cereus
133774	4	5720073	5.720	5267792	1	5267792	0.3518	Bacillus cereus
133775	2	5306298	5.306	5269496	1	5269496	0.3542	Bacillus cereus
133776	8	6068729	6.069	5342933	1	281957	0.3495	Bacillus cereus
133777	6	5846781	5.847	5305318	1	5305318	0.3514	Bacillus cereus
133778	4	5642468	5.642	5271178	1	5271178	0.3531	Bacillus cereus
133781	1	5349617	5.350	5349617	1	5349617	0.3529	Bacillus cereus
133783	65	6055568	6.056	277833	5	60464	0.3493	Bacillus cereus
133791	48	5477362	5.477	259768	6	59891	0.3528	Bacillus cereus
